"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-01-01 ~ 2023-12-31"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"144","서울특별시 중랑구 중화동","208-16","0208","0016","더샤이닝","12.0600","4.5027","202312","28","12,565","11","-","-","2019","중랑천로14길 48","20240105","직거래","-","-"
"145","서울특별시 은평구 불광동","218-5","0218","0005","(218-5)","33.6600","24.7000","202312","28","25,000","2","-","-","1987","불광로 145-24","-","직거래","-","-"
"146","서울특별시 종로구 구기동","40","0040","0000","동익빌라","84.8400","103.1500","202312","28","58,000","3","-","-","1996","홍지문길 64","-","중개거래","서울 종로구","-"
"147","서울특별시 강북구 수유동","410-92","0410","0092","모던하우스","29.9900","20.2300","202312","28","17,000","3","-","-","2013","인수봉로 203-10","-","중개거래","서울 강북구","-"
"148","서울특별시 종로구 동숭동","6-4","0006","0004","(6-4)","37.5700","15.8750","202312","28","24,000","3","-","-","1995","동숭4나길 27","20240401","중개거래","서울 종로구","-"
"149","서울특별시 강북구 수유동","527-69","0527","0069","한영하이츠빌라","25.3100","24.5600","202312","28","6,300","-1","-","-","1994","인수봉로73길 19","-","중개거래","서울 강북구","-"
"150","서울특별시 도봉구 방학동","631-5","0631","0005","우성2차빌라","60.7800","27.5460","202312","28","19,800","1","-","-","1994","도당로13다길 30","-","중개거래","서울 도봉구","-"
"151","서울특별시 도봉구 방학동","608-10","0608","0010","더존하우스","28.9000","17.6400","202312","28","11,000","4","-","-","2011","시루봉로15길 65","-","직거래","-","-"
"152","서울특별시 광진구 중곡동","148-10","0148","0010","현대아트빌(148-10)","60.1800","27.2950","202312","28","27,000","1","-","-","2002","용마산로8가길 38-16","-","중개거래","서울 광진구","-"
"153","서울특별시 종로구 동숭동","6-4","0006","0004","(6-4)","37.5700","15.8750","202312","28","24,000","1","-","-","1995","동숭4나길 27","20240401","중개거래","서울 종로구","-"
"154","서울특별시 용산구 후암동","105-143","0105","0143","동성파크빌","77.1400","46.8810","202312","28","110,000","3","-","-","2003","후암로13가길 18","-","중개거래","서울 용산구","-"
"155","서울특별시 광진구 중곡동","252-3","0252","0003","오페라하우스(252-3)","21.8000","17.1900","202312","28","14,000","2","-","-","2008","긴고랑로2길 36","-","중개거래","서울 광진구","-"
"156","서울특별시 종로구 동숭동","6-4","0006","0004","(6-4)","37.5700","15.8750","202312","28","24,000","2","-","-","1995","동숭4나길 27","20240401","중개거래","서울 종로구","-"
"157","서울특별시 종로구 동숭동","6-4","0006","0004","(6-4)","37.5700","15.8750","202312","28","24,000","4","-","-","1995","동숭4나길 27","20240401","중개거래","서울 종로구","-"
"158","서울특별시 광진구 자양동","803-6","0803","0006","삼성아트빌라","46.9600","27.6000","202312","28","38,000","2","-","-","2008","자양번영로10길 18","-","중개거래","서울 광진구","-"
"159","서울특별시 성북구 장위동","219-240","0219","0240","창신빌라9차","55.5600","27.2000","202312","28","24,700","3","-","-","1996","장위로13길 100","-","중개거래","서울 성북구","-"
"160","서울특별시 광진구 구의동","30-5","0030","0005","선진빌라(30-5)","39.6400","22.4750","202312","28","16,200","-1","-","-","1986","자양로51길 3","-","중개거래","서울 광진구","-"
"161","서울특별시 광진구 구의동","16-1","0016","0001","TheHILL","58.7100","47.5100","202312","28","40,800","4","-","-","2019","영화사로 91","-","중개거래","서울 광진구","-"
"162","서울특별시 마포구 신수동","89-4","0089","0004","(89-4)","21.8000","16.2700","202312","28","44,400","2","-","-","2023","광성로 34-10","-","중개거래","서울 용산구","-"
"163","서울특별시 용산구 이태원동","129-13","0129","0013","루카129한남","20.5400","14.4500","202312","28","84,000","2","-","-","2022","보광로55길 16","-","직거래","-","-"
"164","서울특별시 용산구 청파동1가","87-1","0087","0001","휴먼하우징","29.7200","23.1500","202312","28","50,000","3","-","-","2018","청파로63가길 36","-","중개거래","서울 용산구","-"
"165","서울특별시 광진구 자양동","640-27","0640","0027","한강성진빌리지","76.6600","48.3500","202312","28","61,000","4","-","-","2000","뚝섬로52마길 19","-","중개거래","서울 광진구","-"
"166","서울특별시 도봉구 쌍문동","75-44","0075","0044","황지클래스18차","51.8000","28.5300","202312","27","19,000","3","-","-","2009","노해로59길 54","-","중개거래","서울 도봉구","-"
"167","서울특별시 종로구 숭인동","60-11","0060","0011","(60-11)","56.5500","29.0600","202312","27","39,500","3","-","-","2014","지봉로8길 38","-","중개거래","서울 종로구","-"
"168","서울특별시 광진구 자양동","804-4","0804","0004","해피하우스(A동)","51.1200","35.8800","202312","27","50,000","5","-","-","2016","자양번영로 72-7","20240304","중개거래","서울 광진구","-"
"169","서울특별시 광진구 군자동","160-7","0160","0007","경원빌라","55.2000","28.2240","202312","27","34,000","3","-","-","2004","면목로3길 28","-","중개거래","서울 광진구","-"
"170","서울특별시 은평구 응암동","115-26","0115","0026","시마하우스","43.5000","22.3300","202312","27","21,500","2","-","-","2006","은평로8길 20-1","-","중개거래","서울 은평구","-"
"171","서울특별시 동대문구 용두동","102-97","0102","0097","용두홈타운","29.6400","20.3600","202312","27","37,000","2","-","-","2023","천호대로23길 32","-","직거래","-","-"
"172","서울특별시 강북구 번동","467-1","0467","0001","라움빌","41.7700","26.4375","202312","27","33,300","4","-","-","2019","도봉로98길 28","-","중개거래","서울 강북구","-"
"173","서울특별시 용산구 후암동","1-56","0001","0056","SV1","29.9600","24.3500","202312","27","59,500","1","-","-","2023","후암로44길 19","-","직거래","-","-"
"174","서울특별시 중랑구 면목동","375-6","0375","0006","뜨라네14차","36.0000","17.9400","202312","27","28,000","5","-","-","2018","면목로27나길 11","-","중개거래","서울 중랑구","-"
"175","서울특별시 성동구 용답동","16-7","0016","0007","(16-7)","18.5100","18.4400","202312","27","32,000","2","-","-","2023","용답길 157","-","직거래","-","-"
"176","서울특별시 성동구 용답동","16-7","0016","0007","(16-7)","15.0600","15.0000","202312","27","28,000","2","-","-","2023","용답길 157","-","직거래","-","-"
"177","서울특별시 성북구 장위동","219-206","0219","0206","시온아트빌","52.6650","42.8750","202312","27","28,000","3","-","-","2016","장위로13길 44","-","직거래","-","-"
"178","서울특별시 중랑구 묵동","250-54","0250","0054","월드쉐르빌","59.1300","28.4000","202312","27","32,000","2","-","-","2016","동일로143길 6-10","-","중개거래","서울 동대문구","-"
"179","서울특별시 은평구 구산동","23-5","0023","0005","고은집A","78.2100","40.4030","202312","27","32,500","4","-","-","2003","연서로9길 12-1","-","중개거래","서울 은평구","-"
"180","서울특별시 양천구 신정동","1196-21","1196","0021","동심하이츠빌라","60.0900","38.1700","202312","27","48,000","1","-","-","1994","중앙로29길 118","-","중개거래","서울 마포구","-"
"181","서울특별시 강북구 수유동","441-60","0441","0060","그랜드캐슬","52.9100","30.9900","202312","27","27,200","2","-","-","2014","인수봉로51길 4","-","중개거래","서울 강북구","-"
"182","서울특별시 중랑구 망우동","524-12","0524","0012","해피리움","27.2300","16.7575","202312","27","24,000","3","-","-","2019","겸재로61길 41","-","중개거래","서울 광진구, 서울 중랑구","-"
"183","서울특별시 도봉구 방학동","688-19","0688","0019","굿모닝아트빌","55.0500","25.8700","202312","27","19,000","4","-","-","2002","방학로2길 13-6","-","중개거래","서울 노원구 서울 도봉구","-"
"184","서울특별시 은평구 갈현동","6-65","0006","0065","그린하우스3","52.8800","33.1500","202312","27","25,000","3","-","-","2008","갈현로47길 10-1","-","중개거래","서울 은평구","-"
"185","서울특별시 성북구 정릉동","800-48","0800","0048","태솔에버빌(800-48)","77.2400","43.4700","202312","27","26,000","5","-","-","2008","보국문로30길 28","-","중개거래","서울 성북구","-"
"186","서울특별시 광진구 중곡동","32-1","0032","0001","플러스홈(32-1)","50.3900","28.8900","202312","27","40,000","2","-","-","2014","능동로50길 14","-","중개거래","서울 광진구","-"
"187","서울특별시 서대문구 연희동","723-19","0723","0019","목련빌라가동","38.9100","28.2500","202312","27","30,700","1","-","-","1986","홍연6안길 12-7","-","중개거래","서울 서대문구","-"
"188","서울특별시 서대문구 연희동","194-30","0194","0030","브라운스톤연희","12.7700","5.5520","202312","27","12,000","3","-","-","2007","연희로 82","-","직거래","-","-"
"189","서울특별시 마포구 합정동","375-23","0375","0023","한올빌라D","33.4600","25.7840","202312","27","17,000","2","-","-","1990","양화진길 17","-","중개거래","서울 마포구","-"
"190","서울특별시 마포구 망원동","57-97","0057","0097","이레쉐르빌(57-97)","32.5500","22.1500","202312","27","23,000","5","-","-","2008","월드컵로17길 53","-","직거래","-","-"
"191","서울특별시 마포구 서교동","484-34","0484","0034","서교그린빌라","63.1600","28.7660","202312","27","32,000","2","-","-","1996","동교로12안길 22","-","중개거래","서울 마포구","-"
"192","서울특별시 강북구 수유동","486-114","0486","0114","트라움하우스(가)","43.9300","27.7000","202312","27","10,700","2","-","-","2001","인수봉로20나길 9","-","중개거래","서울 강북구","-"
"193","서울특별시 광진구 자양동","684-5","0684","0005","진성빌","20.2500","16.5510","202312","27","37,500","3","-","-","2017","자양로6길 46-3","-","중개거래","서울 광진구","-"
"194","서울특별시 광진구 자양동","804-4","0804","0004","해피하우스(A동)","51.1200","35.8800","202312","27","50,000","5","-","-","2016","자양번영로 72-7","-","중개거래","서울 광진구","-"
"195","서울특별시 광진구 자양동","807-5","0807","0005","신우르테르(807-5)","40.5200","29.4200","202312","27","36,000","3","-","-","2008","아차산로40길 60-4","-","중개거래","서울 광진구","-"
"196","서울특별시 용산구 한남동","657-47","0657","0047","PRIME빌","82.3300","44.8000","202312","27","103,000","2","-","-","2001","대사관로15길 8-4","-","중개거래","서울 강남구","-"
"197","서울특별시 성북구 돈암동","538-55","0538","0055","(538-55)","40.2100","35.6560","202312","27","27,500","2","-","-","2016","아리랑로12길 10","-","직거래","-","-"
"198","서울특별시 은평구 신사동","200-21","0200","0021","대신주택(200-21)","62.5300","24.7250","202312","27","16,000","5","-","-","2004","은평터널로 182-54","-","중개거래","서울 은평구","-"
"199","서울특별시 관악구 봉천동","180-38","0180","0038","선경빌라(180-38)","60.0800","32.4100","202312","27","31,800","1","-","-","1997","인헌12길 47","-","중개거래","서울 관악구","-"
"200","서울특별시 구로구 온수동","82-2","0082","0002","우석캐슬빌","36.1600","21.1650","202312","27","24,000","3","-","-","2011","부일로1길 116-1","-","중개거래","서울 구로구","-"
"201","서울특별시 강동구 성내동","387","0387","0000","송림하우스","45.3800","33.0600","202312","27","30,500","4","-","-","2008","양재대로101길 31","-","중개거래","서울 강동구","-"
"202","서울특별시 양천구 신월동","23-28","0023","0028","선진주택(23-28)","36.8400","24.5100","202312","27","9,000","-1","-","-","1989","월정로42길 6","-","중개거래","서울 양천구","-"
"203","서울특별시 송파구 삼전동","179-14","0179","0014","(179-14)","29.7500","20.8800","202312","27","30,500","5","-","-","2017","백제고분로32길 3-6","-","중개거래","서울 마포구 서울 송파구","-"
"204","서울특별시 관악구 신림동","610-341","0610","0341","동성빌라3차","57.3400","23.6620","202312","27","15,000","2","-","-","1995","법원단지길 143","-","중개거래","서울 관악구","-"
"205","서울특별시 강서구 화곡동","354-38","0354","0038","로빈하우스","37.0300","23.3600","202312","27","26,000","2","-","-","2016","강서로17다길 5-24","-","중개거래","서울 강서구","-"
"206","서울특별시 강서구 화곡동","362-52","0362","0052","상우쉐르빌","54.1700","30.8400","202312","27","23,500","2","-","-","2002","월정로30나길 26","-","중개거래","서울 강서구","-"
"207","서울특별시 영등포구 신길동","4611","4611","0000","스타캐슬","28.7400","21.5800","202312","27","35,800","4","-","-","2021","대방천로12길 11","-","중개거래","서울 영등포구","-"
"208","서울특별시 강서구 화곡동","56-455","0056","0455","정우빌라","46.8200","26.1000","202312","27","12,200","1","-","-","1997","초록마을로18길 25-15","20240118","중개거래","서울 강서구","-"
"209","서울특별시 강서구 화곡동","868-8","0868","0008","대송그린빌","31.5400","12.5000","202312","27","5,800","5","-","-","2002","곰달래로45길 29","-","중개거래","서울 강서구","-"
"210","서울특별시 강서구 화곡동","55-41","0055","0041","삼익헤스티아(55-41)","24.9900","15.1500","202312","27","14,500","4","-","-","2011","초록마을로10길 2-7","-","중개거래","서울 강서구","-"
"211","서울특별시 강서구 화곡동","158-26","0158","0026","남경베스트빌(C동)","41.6500","19.8700","202312","27","12,000","-1","-","-","2001","곰달래로29길 36","-","중개거래","서울 강서구","-"
"212","서울특별시 강서구 방화동","486-11","0486","0011","신세계쉐르빌","78.1600","33.8490","202312","27","33,000","3","-","-","2002","양천로1길 92","-","중개거래","서울 강서구","-"
"213","서울특별시 송파구 석촌동","218-20","0218","0020","(218-20)","20.4700","11.8600","202312","27","17,300","3","-","-","2004","삼학사로6길 11-1","-","중개거래","서울 송파구","-"
"214","서울특별시 강동구 암사동","456-79","0456","0079","새롬빌라(456-79)","63.7700","28.8000","202312","27","31,700","2","-","-","2003","고덕로20라길 11","-","직거래","-","-"
"215","서울특별시 동작구 상도동","126-70","0126","0070","은하수빌라","66.2500","36.0400","202312","27","28,000","2","-","-","2002","상도로60길 39-4","-","중개거래","서울 동작구","-"
"216","서울특별시 동작구 상도동","243-4","0243","0004","강남빌(243-4)","45.6000","30.6338","202312","27","59,500","5","-","-","2022","성대로29길 118","-","중개거래","서울 동작구, 서울 서초구","-"
